   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.4840540e-01  -1.4773320e+00   2.0699450e-01   3.3334420e+00   8.1017690e-01  -1.7179670e+00   4.7046950e+00  -1.3280480e+01   1.5707960e+00   6.1544380e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.7755580e-17   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7755580e-17  -2.7755580e-17   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -3.5964676e-07  -5.1298380e-06   2.3414387e-07   1.8070080e-06   8.3747270e-07   3.4942100e-06   6.4844560e-01  -1.4772990e+00   2.0698560e-01   3.3334020e+00   8.1016800e-01  -1.7180120e+00   4.7041810e+00  -1.3279130e+01   1.5707960e+00   6.1532220e+00  -1.4331378e-05  -2.0430163e-04   8.9179551e-06   3.3960568e-05   1.3928376e-04   7.3469407e-05   1.5938090e-03   1.3372770e-03  -3.6527240e-04  -1.5931570e-03  -3.4602360e-04  -1.8027560e-03  -2.0686270e-02   5.3730620e-02   0.0000000e+00  -4.8831000e-02
  -1.4277750e-06  -2.0340565e-05   8.4689380e-07   7.4649280e-06   3.4420290e-06   1.3879470e-05   6.4856330e-01  -1.4771970e+00   2.0695680e-01   3.3332830e+00   8.1014340e-01  -1.7181460e+00   4.7026130e+00  -1.3275100e+01   1.5707960e+00   6.1495340e+00  -2.8338908e-05  -4.0322274e-04   1.5138337e-05   7.0680212e-05   2.7562803e-04   1.5401995e-04   3.0953230e-03   2.7303430e-03  -7.9715290e-04  -3.1608080e-03  -6.2514460e-04  -3.5401330e-03  -4.2193880e-02   1.0765040e-01   0.0000000e+00  -9.8919870e-02
  -3.1883129e-06  -4.5361594e-05   1.7027749e-06   1.7325110e-05   7.9512200e-06   3.1007090e-05   6.4875360e-01  -1.4770250e+00   2.0690480e-01   3.3330870e+00   8.1010660e-01  -1.7183650e+00   4.6999480e+00  -1.3268370e+01   1.5707960e+00   6.1433100e+00  -4.2031588e-05  -5.9670955e-04   1.8644033e-05   1.1013071e-04   4.0897661e-04   2.4154435e-04   4.5043310e-03   4.1789580e-03  -1.2955090e-03  -4.7025330e-03  -8.3743870e-04  -5.2115740e-03  -6.4517190e-02   1.6174660e-01   0.0000000e+00  -1.5025240e-01
  -5.6258298e-06  -7.9920053e-05   2.6657580e-06   3.1733440e-05   1.4500940e-05   5.4726030e-05   6.4901210e-01  -1.4767790e+00   2.0682620e-01   3.3328130e+00   8.1006080e-01  -1.7186660e+00   4.6961470e+00  -1.3258920e+01   1.5707960e+00   6.1344880e+00  -5.5422306e-05  -7.8471679e-04   1.9424258e-05   1.5227669e-04   5.3928343e-04   3.3593452e-04   5.8206860e-03   5.6828410e-03  -1.8601560e-03  -6.2179200e-03  -9.8303120e-04  -6.8165640e-03  -8.7649900e-02   2.1600660e-01   0.0000000e+00  -2.0281360e-01
  -8.7257210e-06  -1.2374120e-04   3.5995869e-06   5.1030360e-05   2.3225060e-05   8.4883430e-05   6.4933420e-01  -1.4764560e+00   2.0671770e-01   3.3324650e+00   8.1000940e-01  -1.7190460e+00   4.6911700e+00  -1.3246760e+01   1.5707960e+00   6.1230080e+00  -6.8527876e-05  -9.6720658e-04   1.7474461e-05   1.9707589e-04   6.6651286e-04   4.3708158e-04   7.0443030e-03   7.2416740e-03  -2.4908590e-03  -7.7065670e-03  -1.0620970e-03  -8.3546330e-03  -1.1158500e-01   2.7041740e-01   0.0000000e+00  -2.5658730e-01
  -1.2474234e-05  -1.7654835e-04   4.3677725e-06   7.5550760e-05   3.4255430e-05   1.2132460e-04   6.4971500e-01  -1.4760530e+00   2.0657600e-01   3.3320430e+00   8.0995570e-01  -1.7195010e+00   4.6849760e+00  -1.3231880e+01   1.5707960e+00   6.1088100e+00  -8.1368983e-05  -1.1441490e-03   1.2796168e-05   2.4447917e-04   7.9063927e-04   5.4487558e-04   8.1751600e-03   8.8550970e-03  -3.1873300e-03  -9.1680830e-03  -1.0748600e-03  -9.8253540e-03  -1.3631500e-01   3.2496580e-01   0.0000000e+00  -3.1155640e-01
  -1.6858844e-05  -2.3806385e-04   4.8342976e-06   1.0562410e-04   4.7721100e-05   1.6389430e-04   6.5015010e-01  -1.4755690e+00   2.0639790e-01   3.3315490e+00   8.0990300e-01  -1.7200270e+00   4.6775250e+00  -1.3214260e+01   1.5707960e+00   6.0918330e+00  -9.3969477e-05  -1.3155204e-03   5.3962425e-06   2.9443151e-04   9.1164640e-04   6.5920630e-04   9.2132990e-03   1.0522710e-02  -3.9492330e-03  -1.0602090e-02  -1.0215950e-03  -1.1228340e-02  -1.6183140e-01   3.7963880e-01   0.0000000e+00  -3.6770300e-01
  -2.1868101e-05  -3.0800839e-04   4.8631442e-06   1.4157410e-04   6.3748880e-05   2.1243570e-04   6.5063480e-01  -1.4750000e+00   2.0618000e-01   3.3309830e+00   8.0985460e-01  -1.7206220e+00   4.6687800e+00  -1.3193910e+01   1.5707960e+00   6.0720200e+00  -1.0635713e-04  -1.4813054e-03  -4.7121578e-06   3.4687085e-04   1.0295281e-03   7.7996263e-04   1.0158830e-02   1.2244090e-02  -4.7761770e-03  -1.2008210e-02  -9.0262400e-04  -1.2563260e-02  -1.8812550e-01   4.3442290e-01   0.0000000e+00  -4.2500810e-01
  -2.7491804e-05  -3.8610170e-04   4.3187467e-06   1.8371890e-04   8.2462760e-05   2.6679110e-04   6.5116450e-01  -1.4743440e+00   2.0591920e-01   3.3303490e+00   8.0981380e-01  -1.7212820e+00   4.6587000e+00  -1.3170820e+01   1.5707960e+00   6.0493130e+00  -1.1856383e-04  -1.6414944e-03  -1.7509946e-05   4.0172878e-04   1.1442898e-03   9.0703316e-04   1.1011910e-02   1.4018740e-02  -5.6677230e-03  -1.3386090e-02  -7.1831850e-04  -1.3829820e-02  -2.1518750e-01   4.8930480e-01   0.0000000e+00  -4.8345200e-01
  -3.3721689e-05  -4.7206391e-04   3.0671612e-06   2.3237120e-04   1.0398270e-04   3.2680430e-04   6.5173450e-01  -1.4735980e+00   2.0561220e-01   3.3296450e+00   8.0978390e-01  -1.7220040e+00   4.6472480e+00  -1.3144980e+01   1.5707960e+00   6.0236560e+00  -1.3062250e-04  -1.7960865e-03  -3.2974312e-05   4.5893237e-04   1.2559417e-03   1.0403066e-03   1.1772770e-02   1.5846170e-02  -6.6233800e-03  -1.4735390e-02  -4.6909940e-04  -1.5027760e-02  -2.4300730e-01   5.4427070e-01   0.0000000e+00  -5.4301390e-01
  -4.0551458e-05  -5.6561545e-04   9.7602910e-07   2.8783790e-04   1.2842470e-04   3.9232050e-04   6.5234020e-01  -1.4727580e+00   2.0525580e-01   3.3288750e+00   8.0976800e-01  -1.7227840e+00   4.6343870e+00  -1.3116390e+01   1.5707960e+00   5.9949930e+00  -1.4257061e-04  -1.9450813e-03  -5.1077841e-05   5.1840416e-04   1.3645063e-03   1.1796702e-03   1.2441710e-02   1.7725810e-02  -7.6426090e-03  -1.6055760e-02  -1.5543530e-04  -1.6156890e-02  -2.7157400e-01   5.9930710e-01   0.0000000e+00  -6.0367200e-01
  -4.7976809e-05  -6.6647720e-04  -2.0853849e-06   3.5042020e-04   1.5590060e-04   4.6318630e-04   6.5297710e-01  -1.4718240e+00   2.0484680e-01   3.3280400e+00   8.0976940e-01  -1.7236190e+00   4.6200790e+00  -1.3085050e+01   1.5707960e+00   5.9632710e+00  -1.5444561e-04  -2.0884878e-03  -7.1789249e-05   5.8006201e-04   1.4700103e-03   1.3250141e-03   1.3019070e-02   1.9657080e-02  -8.7248180e-03  -1.7346870e-02   2.2215650e-04  -1.7217020e-02  -3.0087610e-01   6.5440000e-01   0.0000000e+00  -6.6540380e-01
  -5.5995220e-05  -7.7437051e-04  -6.2463210e-06   4.2041400e-04   1.8651840e-04   5.3924950e-04   6.5364060e-01  -1.4707920e+00   2.0438220e-01   3.3271410e+00   8.0979120e-01  -1.7245050e+00   4.6042870e+00  -1.3050950e+01   1.5707960e+00   5.9284360e+00  -1.6628959e-04  -2.2263182e-03  -9.5072540e-05   6.4381926e-04   1.5724928e-03   1.4762262e-03   1.3505290e-02   2.1639350e-02  -9.8693670e-03  -1.8608410e-02   6.6311140e-04  -1.8208060e-02  -3.3090150e-01   7.0953560e-01   0.0000000e+00  -7.2818590e-01
  -6.4606233e-05  -8.8901697e-04  -1.1634408e-05   4.9810930e-04   2.2038210e-04   6.2035940e-04   6.5432610e-01  -1.4696590e+00   2.0385890e-01   3.3261800e+00   8.0983670e-01  -1.7254380e+00   4.5869770e+00  -1.3014100e+01   1.5707960e+00   5.8904350e+00  -1.7814558e-04  -2.3585905e-03  -1.2088830e-04   7.0958475e-04   1.6719976e-03   1.6331954e-03   1.3900820e-02   2.3671960e-02  -1.1075570e-02  -1.9840080e-02   1.1668170e-03  -1.9129910e-02  -3.6163740e-01   7.6469980e-01   0.0000000e+00  -7.9199370e-01
  -7.3811388e-05  -1.0101385e-03  -1.8375634e-05   5.8379050e-04   2.5759150e-04   7.0636680e-04   6.5502920e-01  -1.4684240e+00   2.0327370e-01   3.3251580e+00   8.0990900e-01  -1.7264170e+00   4.5681120e+00  -1.2974480e+01   1.5707960e+00   5.8492200e+00  -1.9006008e-04  -2.4853274e-03  -1.4919231e-04   7.7726285e-04   1.7685790e-03   1.7958095e-03   1.4206210e-02   2.5754200e-02  -1.2342680e-02  -2.1041570e-02   1.7326130e-03  -1.9982560e-02  -3.9307040e-01   8.1987840e-01   0.0000000e+00  -8.5680220e-01
