6.222395e+00 3.132899e+00 1.281753e+00 -6.951844e+00 -1.075679e+00 -1.846579e+00 -8.081594e-01 2.139646e+00 -2.814642e-03 -1.926600e+00 
5.936392e+00 3.205785e+00 1.301509e+00 -6.802688e+00 -9.597929e-01 -1.743917e+00 -8.408318e-01 2.147578e+00 -2.749314e-03 -1.977075e+00 
5.650051e+00 3.277894e+00 1.321136e+00 -6.650943e+00 -8.434248e-01 -1.641068e+00 -8.732961e-01 2.155011e+00 -2.666638e-03 -2.027003e+00 
5.363513e+00 3.349231e+00 1.340630e+00 -6.496794e+00 -7.267135e-01 -1.538088e+00 -9.055257e-01 2.161937e+00 -2.564130e-03 -2.076347e+00 
5.076916e+00 3.419796e+00 1.359987e+00 -6.340418e+00 -6.097945e-01 -1.435037e+00 -9.374941e-01 2.168350e+00 -2.439251e-03 -2.125067e+00 
4.790389e+00 3.489589e+00 1.379203e+00 -6.181990e+00 -4.928006e-01 -1.331972e+00 -9.691750e-01 2.174245e+00 -2.289415e-03 -2.173128e+00 
4.504059e+00 3.558609e+00 1.398275e+00 -6.021678e+00 -3.758614e-01 -1.228952e+00 -1.000542e+00 2.179614e+00 -2.111994e-03 -2.220490e+00 
4.218047e+00 3.626850e+00 1.417198e+00 -5.859646e+00 -2.591031e-01 -1.126038e+00 -1.031569e+00 2.184454e+00 -1.904322e-03 -2.267117e+00 
3.932470e+00 3.694307e+00 1.435970e+00 -5.696052e+00 -1.426486e-01 -1.023289e+00 -1.062230e+00 2.188757e+00 -1.663704e-03 -2.312971e+00 
3.647439e+00 3.760969e+00 1.454587e+00 -5.531046e+00 -2.661695e-02 -9.207659e-01 -1.092499e+00 2.192519e+00 -1.387420e-03 -2.358015e+00 
3.363060e+00 3.826826e+00 1.473045e+00 -5.364775e+00 8.887651e-02 -8.185296e-01 -1.122351e+00 2.195734e+00 -1.072730e-03 -2.402214e+00 
3.079435e+00 3.891864e+00 1.491342e+00 -5.197377e+00 2.037203e-01 -7.166414e-01 -1.151760e+00 2.198397e+00 -7.168825e-04 -2.445530e+00 
2.796661e+00 3.956067e+00 1.509475e+00 -5.028987e+00 3.178070e-01 -6.151628e-01 -1.180700e+00 2.200504e+00 -3.171190e-04 -2.487929e+00 
2.514830e+00 4.019416e+00 1.527441e+00 -4.859730e+00 4.310332e-01 -5.141557e-01 -1.209147e+00 2.202049e+00 1.293202e-04 -2.529374e+00 
2.234031e+00 4.081893e+00 1.545238e+00 -4.689727e+00 5.432995e-01 -4.136823e-01 -1.237076e+00 2.203029e+00 6.251894e-04 -2.569830e+00 
1.954347e+00 4.143473e+00 1.562861e+00 -4.519091e+00 6.545111e-01 -3.138046e-01 -1.264463e+00 2.203437e+00 1.173231e-03 -2.609263e+00 
1.675858e+00 4.204133e+00 1.580309e+00 -4.347930e+00 7.645769e-01 -2.145851e-01 -1.291282e+00 2.203271e+00 1.776170e-03 -2.647638e+00 
