   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.4840540e-01  -1.4773320e+00   2.0699450e-01   3.3334420e+00   8.1017690e-01  -1.7179670e+00   4.7046950e+00  -1.3280480e+01   1.5707960e+00   6.1544380e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.7755580e-17   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7755580e-17  -2.7755580e-17   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -3.7165210e-07  -5.1609755e-06   2.6043484e-07   1.7831220e-06   7.5929840e-07   3.4955470e-06   6.4844560e-01  -1.4772990e+00   2.0698560e-01   3.3334020e+00   8.1016800e-01  -1.7180120e+00   4.7041810e+00  -1.3279130e+01   1.5707960e+00   6.1532220e+00  -1.4811785e-05  -2.0554573e-04   9.9650762e-06   3.0841672e-05   1.3933645e-04   7.2515126e-05   1.5938090e-03   1.3372770e-03  -3.6527240e-04  -1.5931570e-03  -3.4602360e-04  -1.8027560e-03  -2.0686270e-02   5.3730620e-02   0.0000000e+00  -4.8831000e-02
  -1.4758363e-06  -2.0464819e-05   9.5115062e-07   7.3696140e-06   3.1309590e-06   1.3884660e-05   6.4856330e-01  -1.4771970e+00   2.0695680e-01   3.3332830e+00   8.1014340e-01  -1.7181460e+00   4.7026130e+00  -1.3275100e+01   1.5707960e+00   6.1495340e+00  -2.9301051e-05  -4.0570202e-04   1.7205271e-05   6.4491738e-05   2.7572878e-04   1.5211796e-04   3.0953230e-03   2.7303430e-03  -7.9715290e-04  -3.1608080e-03  -6.2514460e-04  -3.5401330e-03  -4.2193880e-02   1.0765040e-01   0.0000000e+00  -9.8919870e-02
  -3.2965562e-06  -4.5640497e-05   1.9352974e-06   1.7111140e-05   7.2550420e-06   3.1018430e-05   6.4875360e-01  -1.4770250e+00   2.0690480e-01   3.3330870e+00   8.1010660e-01  -1.7183650e+00   4.6999480e+00  -1.3268370e+01   1.5707960e+00   6.1433100e+00  -4.3477188e-05  -6.0041462e-04   2.1703209e-05   1.0092350e-04   4.0912133e-04   2.3870087e-04   4.5043310e-03   4.1789580e-03  -1.2955090e-03  -4.7025330e-03  -8.3743870e-04  -5.2115740e-03  -6.4517190e-02   1.6174660e-01   0.0000000e+00  -1.5025240e-01
  -5.8184824e-06  -8.0414646e-05   3.0754686e-06   3.1353910e-05   1.3270010e-05   5.4745650e-05   6.4901210e-01  -1.4767790e+00   2.0682620e-01   3.3328130e+00   8.1006080e-01  -1.7186660e+00   4.6961470e+00  -1.3258920e+01   1.5707960e+00   6.1344880e+00  -5.7353410e-05  -7.8963736e-04   2.3447937e-05   1.4010289e-04   5.3946859e-04   3.3215546e-04   5.8206860e-03   5.6828410e-03  -1.8601560e-03  -6.2179200e-03  -9.8303120e-04  -6.8165640e-03  -8.7649900e-02   2.1600660e-01   0.0000000e+00  -2.0281360e-01
  -9.0271215e-06  -1.2451201e-04   4.2340149e-06   5.0438650e-05   2.1312370e-05   8.4913300e-05   6.4933420e-01  -1.4764560e+00   2.0671770e-01   3.3324650e+00   8.1000940e-01  -1.7190460e+00   4.6911700e+00  -1.3246760e+01   1.5707960e+00   6.1230080e+00  -7.0946842e-05  -9.7333196e-04   2.2434717e-05   1.8198877e-04   6.6673538e-04   4.3237251e-04   7.0443030e-03   7.2416740e-03  -2.4908590e-03  -7.7065670e-03  -1.0620970e-03  -8.3546330e-03  -1.1158500e-01   2.7041740e-01   0.0000000e+00  -2.5658730e-01
  -1.2908815e-05  -1.7765525e-04   5.2730366e-06   7.4700550e-05   3.1516660e-05   1.2136650e-04   6.4971500e-01  -1.4760530e+00   2.0657600e-01   3.3320430e+00   8.0995570e-01  -1.7195010e+00   4.6849760e+00  -1.3231880e+01   1.5707960e+00   6.1088100e+00  -8.4278219e-05  -1.1514676e-03   1.8664910e-05   2.2653312e-04   7.9089622e-04   5.3924193e-04   8.1751600e-03   8.8550970e-03  -3.1873300e-03  -9.1680830e-03  -1.0748600e-03  -9.8253540e-03  -1.3631500e-01   3.2496580e-01   0.0000000e+00  -3.1155640e-01
  -1.7451229e-05  -2.3956626e-04   6.0551352e-06   1.0446930e-04   4.4014660e-05   1.6395000e-04   6.5015010e-01  -1.4755690e+00   2.0639790e-01   3.3315490e+00   8.0990300e-01  -1.7200270e+00   4.6775250e+00  -1.3214260e+01   1.5707960e+00   6.0918330e+00  -9.7371341e-05  -1.3240207e-03   1.2145210e-05   2.7368183e-04   9.1193500e-04   6.5265374e-04   9.2132990e-03   1.0522710e-02  -3.9492330e-03  -1.0602090e-02  -1.0215950e-03  -1.1228340e-02  -1.6183140e-01   3.7963880e-01   0.0000000e+00  -3.6770300e-01
  -2.2642893e-05  -3.0996516e-04   6.4428281e-06   1.4006900e-04   5.8935960e-05   2.1250660e-04   6.5063480e-01  -1.4750000e+00   2.0618000e-01   3.3309830e+00   8.0985460e-01  -1.7206220e+00   4.6687800e+00  -1.3193910e+01   1.5707960e+00   6.0720200e+00  -1.1025423e-04  -1.4909752e-03   2.8888469e-06   3.2337345e-04   1.0298463e-03   7.7249669e-04   1.0158830e-02   1.2244090e-02  -4.7761770e-03  -1.2008210e-02  -9.0262400e-04  -1.2563260e-02  -1.8812550e-01   4.3442290e-01   0.0000000e+00  -4.2500810e-01
  -2.8473845e-05  -3.8857105e-04   6.2991837e-06   1.8181820e-04   7.6407360e-05   2.6687880e-04   6.5116450e-01  -1.4743440e+00   2.0591920e-01   3.3303490e+00   8.0981380e-01  -1.7212820e+00   4.6587000e+00  -1.3170820e+01   1.5707960e+00   6.0493130e+00  -1.2295771e-04  -1.6523222e-03  -9.0856020e-06   3.7554009e-04   1.1446333e-03   8.9865965e-04   1.1011910e-02   1.4018740e-02  -5.6677230e-03  -1.3386090e-02  -7.1831850e-04  -1.3829820e-02  -2.1518750e-01   4.8930480e-01   0.0000000e+00  -4.8345200e-01
