6.215788e+00 3.147817e+00 1.284458e+00 -6.912009e+00 -1.085631e+00 -1.831910e+00 -8.081977e-01 2.139643e+00 -2.815745e-03 -1.926726e+00 
5.930221e+00 3.220925e+00 1.304204e+00 -6.764377e+00 -9.677810e-01 -1.729308e+00 -8.408699e-01 2.147576e+00 -2.750412e-03 -1.977199e+00 
5.644315e+00 3.293252e+00 1.323820e+00 -6.614141e+00 -8.494636e-01 -1.626527e+00 -8.733339e-01 2.155009e+00 -2.667932e-03 -2.027125e+00 
5.358213e+00 3.364802e+00 1.343300e+00 -6.461487e+00 -7.308174e-01 -1.523627e+00 -9.055632e-01 2.161935e+00 -2.565826e-03 -2.076466e+00 
5.072049e+00 3.435578e+00 1.362642e+00 -6.306597e+00 -6.119782e-01 -1.420663e+00 -9.375314e-01 2.168349e+00 -2.441556e-03 -2.125185e+00 
4.785957e+00 3.505578e+00 1.381841e+00 -6.149645e+00 -4.930790e-01 -1.317695e+00 -9.692120e-01 2.174243e+00 -2.292540e-03 -2.173243e+00 
4.500062e+00 3.574800e+00 1.400894e+00 -5.990804e+00 -3.742496e-01 -1.214780e+00 -1.000579e+00 2.179613e+00 -2.116152e-03 -2.220603e+00 
4.214485e+00 3.643239e+00 1.419796e+00 -5.830238e+00 -2.556166e-01 -1.111979e+00 -1.031606e+00 2.184452e+00 -1.909729e-03 -2.267228e+00 
3.929344e+00 3.710888e+00 1.438545e+00 -5.668107e+00 -1.373030e-01 -1.009350e+00 -1.062267e+00 2.188756e+00 -1.670577e-03 -2.313080e+00 
3.644749e+00 3.777738e+00 1.457137e+00 -5.504564e+00 -1.942824e-02 -9.069546e-01 -1.092536e+00 2.192518e+00 -1.395980e-03 -2.358122e+00 
3.360807e+00 3.843777e+00 1.475569e+00 -5.339757e+00 9.789187e-02 -8.048521e-01 -1.122387e+00 2.195733e+00 -1.083199e-03 -2.402318e+00 
3.077620e+00 3.908991e+00 1.493837e+00 -5.173827e+00 2.145455e-01 -7.031038e-01 -1.151796e+00 2.198397e+00 -7.294849e-04 -2.445632e+00 
2.795286e+00 3.973365e+00 1.511940e+00 -5.006908e+00 3.304247e-01 -6.017708e-01 -1.180736e+00 2.200503e+00 -3.320791e-04 -2.488028e+00 
2.513896e+00 4.036880e+00 1.529874e+00 -4.839128e+00 4.454255e-01 -5.009147e-01 -1.209182e+00 2.202049e+00 1.117769e-04 -2.529471e+00 
2.233539e+00 4.099515e+00 1.547636e+00 -4.670608e+00 5.594482e-01 -4.005971e-01 -1.237111e+00 2.203028e+00 6.048372e-04 -2.569925e+00 
1.954298e+00 4.161248e+00 1.565224e+00 -4.501464e+00 6.723971e-01 -3.008799e-01 -1.264497e+00 2.203437e+00 1.149845e-03 -2.609355e+00 
1.676253e+00 4.222053e+00 1.582634e+00 -4.331803e+00 7.841808e-01 -2.018250e-01 -1.291316e+00 2.203272e+00 1.749525e-03 -2.647728e+00 
1.399480e+00 4.281903e+00 1.599864e+00 -4.161727e+00 8.947118e-01 -1.034944e-01 -1.317544e+00 2.202527e+00 2.406583e-03 -2.685010e+00 
1.124049e+00 4.340769e+00 1.616911e+00 -3.991332e+00 1.003907e+00 -5.950112e-03 -1.343157e+00 2.201200e+00 3.123694e-03 -2.721167e+00 
8.500295e-01 4.398619e+00 1.633771e+00 -3.820706e+00 1.111688e+00 9.074605e-02 -1.368132e+00 2.199287e+00 3.903497e-03 -2.756166e+00 
