0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.570796e+00 7.853982e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 0.000000e+00 
-2.502856e-07 5.896216e-08 0.000000e+00 -1.057654e-07 0.000000e+00 0.000000e+00 -1.570795e+00 7.853962e-01 -7.508321e-06 1.768801e-06 0.000000e+00 -3.172859e-06 0.000000e+00 0.000000e+00 3.875466e-05 -5.813199e-05 -9.993227e-08 
-2.001674e-06 4.714453e-07 0.000000e+00 -8.458991e-07 0.000000e+00 0.000000e+00 -1.570786e+00 7.853827e-01 -3.002579e-05 7.072872e-06 0.000000e+00 -1.268843e-05 0.000000e+00 0.000000e+00 1.549804e-04 -2.324706e-04 -1.589944e-06 
-6.754782e-06 1.591061e-06 0.000000e+00 -2.854500e-06 0.000000e+00 0.000000e+00 -1.570761e+00 7.853459e-01 -6.753000e-05 1.590592e-05 0.000000e+00 -2.853755e-05 0.000000e+00 0.000000e+00 3.485625e-04 -5.228437e-04 -8.076995e-06 
-1.600653e-05 3.770124e-06 0.000000e+00 -6.764226e-06 0.000000e+00 0.000000e+00 -1.570714e+00 7.852742e-01 -1.199832e-04 2.825499e-05 0.000000e+00 -5.070546e-05 0.000000e+00 0.000000e+00 6.193099e-04 -9.289649e-04 -2.552487e-05 
-3.124852e-05 7.358849e-06 0.000000e+00 -1.320574e-05 0.000000e+00 0.000000e+00 -1.570635e+00 7.851562e-01 -1.873324e-04 4.409906e-05 0.000000e+00 -7.917218e-05 0.000000e+00 0.000000e+00 9.669555e-04 -1.450433e-03 -6.221626e-05 
-5.396704e-05 1.270535e-05 0.000000e+00 -2.280771e-05 0.000000e+00 0.000000e+00 -1.570518e+00 7.849803e-01 -2.695088e-04 6.340905e-05 0.000000e+00 -1.139125e-04 0.000000e+00 0.000000e+00 1.391156e-03 -2.086734e-03 -1.287528e-04 
-8.563833e-05 2.015173e-05 0.000000e+00 -3.619565e-05 0.000000e+00 0.000000e+00 -1.570354e+00 7.847351e-01 -3.664282e-04 8.614463e-05 0.000000e+00 -1.548966e-04 0.000000e+00 0.000000e+00 1.891493e-03 -2.837240e-03 -2.377591e-04 
-1.277340e-04 3.004040e-05 0.000000e+00 -5.399266e-05 0.000000e+00 0.000000e+00 -1.570137e+00 7.844091e-01 -4.779906e-04 1.122570e-04 0.000000e+00 -2.020898e-04 0.000000e+00 0.000000e+00 2.467473e-03 -3.701209e-03 -4.044277e-04 
-1.817169e-04 4.271032e-05 0.000000e+00 -7.681855e-05 0.000000e+00 0.000000e+00 -1.569858e+00 7.839911e-01 -6.040800e-04 1.416866e-04 0.000000e+00 -2.554523e-04 0.000000e+00 0.000000e+00 3.118527e-03 -4.677790e-03 -6.462230e-04 
-2.490336e-04 5.848975e-05 0.000000e+00 -1.052882e-04 0.000000e+00 0.000000e+00 -1.569511e+00 7.834698e-01 -7.445647e-04 1.743579e-04 0.000000e+00 -3.149414e-04 0.000000e+00 0.000000e+00 3.844012e-03 -5.766018e-03 -9.823051e-04 
-3.311141e-04 7.769621e-05 0.000000e+00 -1.400114e-04 0.000000e+00 0.000000e+00 -1.569087e+00 7.828342e-01 -8.992964e-04 2.101800e-04 0.000000e+00 -3.805108e-04 0.000000e+00 0.000000e+00 4.643214e-03 -6.964820e-03 -1.433530e-03 
-4.293719e-04 1.006365e-04 0.000000e+00 -1.815933e-04 0.000000e+00 0.000000e+00 -1.568580e+00 7.820732e-01 -1.068111e-03 2.490458e-04 0.000000e+00 -4.521111e-04 0.000000e+00 0.000000e+00 5.515342e-03 -8.273013e-03 -2.022449e-03 
-5.452041e-04 1.276068e-04 0.000000e+00 -2.306338e-04 0.000000e+00 0.000000e+00 -1.567982e+00 7.811760e-01 -1.250829e-03 2.908327e-04 0.000000e+00 -5.296897e-04 0.000000e+00 0.000000e+00 6.459537e-03 -9.689305e-03 -2.773311e-03 
-6.799913e-04 1.588924e-04 0.000000e+00 -2.877279e-04 0.000000e+00 0.000000e+00 -1.567285e+00 7.801318e-01 -1.447252e-03 3.354022e-04 0.000000e+00 -6.131904e-04 0.000000e+00 0.000000e+00 7.474866e-03 -1.121230e-02 -3.712057e-03 
-8.350976e-04 1.947679e-04 0.000000e+00 -3.534658e-04 0.000000e+00 0.000000e+00 -1.566484e+00 7.789300e-01 -1.657170e-03 3.826002e-04 0.000000e+00 -7.025541e-04 0.000000e+00 0.000000e+00 8.560328e-03 -1.284049e-02 -4.866329e-03 
-1.011863e-03 2.354893e-04 0.000000e+00 -4.284313e-04 0.000000e+00 0.000000e+00 -1.565571e+00 7.775602e-01 -1.880353e-03 4.322536e-04 0.000000e+00 -7.977191e-04 0.000000e+00 0.000000e+00 9.714851e-03 -1.457228e-02 -6.264741e-03 
-1.211600e-03 2.812909e-04 0.000000e+00 -5.132007e-04 0.000000e+00 0.000000e+00 -1.564539e+00 7.760122e-01 -2.116555e-03 4.841673e-04 0.000000e+00 -8.986223e-04 0.000000e+00 0.000000e+00 1.093730e-02 -1.640594e-02 -7.936761e-03 
-1.435599e-03 3.323908e-04 0.000000e+00 -6.083448e-04 0.000000e+00 0.000000e+00 -1.563381e+00 7.742757e-01 -2.365517e-03 5.381287e-04 0.000000e+00 -1.005198e-03 0.000000e+00 0.000000e+00 1.222646e-02 -1.833968e-02 -9.913065e-03 
-1.685122e-03 3.889813e-04 0.000000e+00 -7.144275e-04 0.000000e+00 0.000000e+00 -1.562092e+00 7.723410e-01 -2.626961e-03 5.939050e-04 0.000000e+00 -1.117379e-03 0.000000e+00 0.000000e+00 1.358106e-02 -2.037159e-02 -1.222465e-02 
-1.961401e-03 4.512290e-04 0.000000e+00 -8.320055e-04 0.000000e+00 0.000000e+00 -1.560663e+00 7.701982e-01 -2.900593e-03 6.512434e-04 0.000000e+00 -1.235096e-03 0.000000e+00 0.000000e+00 1.499977e-02 -2.249966e-02 -1.490282e-02 
-2.265638e-03 5.192747e-04 0.000000e+00 -9.616289e-04 0.000000e+00 0.000000e+00 -1.559089e+00 7.678379e-01 -3.186104e-03 7.098710e-04 0.000000e+00 -1.358277e-03 0.000000e+00 0.000000e+00 1.648119e-02 -2.472178e-02 -1.797921e-02 
-2.599005e-03 5.932337e-04 0.000000e+00 -1.103841e-03 0.000000e+00 0.000000e+00 -1.557365e+00 7.652508e-01 -3.483169e-03 7.694946e-04 0.000000e+00 -1.486852e-03 0.000000e+00 0.000000e+00 1.802385e-02 -2.703577e-02 -2.148575e-02 
-2.962643e-03 6.731928e-04 0.000000e+00 -1.259176e-03 0.000000e+00 0.000000e+00 -1.555483e+00 7.624277e-01 -3.791447e-03 8.298018e-04 0.000000e+00 -1.620745e-03 0.000000e+00 0.000000e+00 1.962623e-02 -2.943935e-02 -2.545443e-02 
-3.357653e-03 7.592017e-04 0.000000e+00 -1.428164e-03 0.000000e+00 0.000000e+00 -1.553438e+00 7.593600e-01 -4.110580e-03 8.904597e-04 0.000000e+00 -1.759881e-03 0.000000e+00 0.000000e+00 2.128675e-02 -3.193013e-02 -2.991643e-02 
-3.785105e-03 8.512817e-04 0.000000e+00 -1.611324e-03 0.000000e+00 0.000000e+00 -1.551223e+00 7.560389e-01 -4.440195e-03 9.511139e-04 0.000000e+00 -1.904184e-03 0.000000e+00 0.000000e+00 2.300378e-02 -3.450567e-02 -3.490306e-02 
-4.246030e-03 9.494144e-04 0.000000e+00 -1.809171e-03 0.000000e+00 0.000000e+00 -1.548835e+00 7.524561e-01 -4.779903e-03 1.011392e-03 0.000000e+00 -2.053575e-03 0.000000e+00 0.000000e+00 2.477561e-02 -3.716342e-02 -4.044450e-02 
-4.741415e-03 1.053541e-03 0.000000e+00 -2.022207e-03 0.000000e+00 0.000000e+00 -1.546267e+00 7.486036e-01 -5.129300e-03 1.070905e-03 0.000000e+00 -2.207976e-03 0.000000e+00 0.000000e+00 2.660050e-02 -3.990076e-02 -4.656965e-02 
-5.272204e-03 1.163562e-03 0.000000e+00 -2.250931e-03 0.000000e+00 0.000000e+00 -1.543513e+00 7.444734e-01 -5.487965e-03 1.129244e-03 0.000000e+00 -2.367305e-03 0.000000e+00 0.000000e+00 2.847665e-02 -4.271498e-02 -5.330611e-02 
-5.839303e-03 1.279338e-03 0.000000e+00 -2.495830e-03 0.000000e+00 0.000000e+00 -1.540570e+00 7.400581e-01 -5.855463e-03 1.185986e-03 0.000000e+00 -2.531481e-03 0.000000e+00 0.000000e+00 3.040221e-02 -4.560331e-02 -6.068023e-02 
-6.443573e-03 1.400687e-03 0.000000e+00 -2.757385e-03 0.000000e+00 0.000000e+00 -1.537431e+00 7.353504e-01 -6.231342e-03 1.240687e-03 0.000000e+00 -2.700418e-03 0.000000e+00 0.000000e+00 3.237527e-02 -4.856291e-02 -6.871706e-02 
