0.000000e+00 0.000000e+00 
8.542864e-02 -1.180421e-02 
1.707729e-01 -2.359581e-02 
2.559486e-01 -3.536071e-02 
3.408715e-01 -4.708321e-02 
4.254576e-01 -5.874606e-02 
5.096233e-01 -7.033048e-02 
5.932852e-01 -8.181626e-02 
6.763604e-01 -9.318178e-02 
7.587667e-01 -1.044041e-01 
8.404223e-01 -1.154592e-01 
9.212459e-01 -1.263218e-01 
1.001157e+00 -1.369657e-01 
1.080077e+00 -1.473639e-01 
1.157926e+00 -1.574886e-01 
1.234627e+00 -1.673116e-01 
1.310103e+00 -1.768041e-01 
1.384279e+00 -1.859372e-01 
1.457078e+00 -1.946821e-01 
1.528429e+00 -2.030099e-01 
1.598257e+00 -2.108923e-01 
1.666493e+00 -2.183015e-01 
1.733066e+00 -2.252104e-01 
1.797907e+00 -2.315930e-01 
1.860950e+00 -2.374244e-01 
1.922127e+00 -2.426814e-01 
1.981373e+00 -2.473422e-01 
2.038627e+00 -2.513871e-01 
2.093824e+00 -2.547983e-01 
2.146906e+00 -2.575605e-01 
2.197813e+00 -2.596608e-01 
2.246486e+00 -2.610892e-01 
2.292871e+00 -2.618385e-01 
2.336913e+00 -2.619045e-01 
2.378558e+00 -2.612866e-01 
2.417756e+00 -2.599873e-01 
2.454457e+00 -2.580128e-01 
2.488613e+00 -2.553730e-01 
2.520179e+00 -2.520814e-01 
2.549110e+00 -2.481557e-01 
2.575364e+00 -2.436172e-01 
2.598902e+00 -2.384911e-01 
2.619686e+00 -2.328068e-01 
2.637680e+00 -2.265975e-01 
2.652851e+00 -2.199000e-01 
2.665167e+00 -2.127553e-01 
2.674602e+00 -2.052078e-01 
2.681129e+00 -1.973055e-01 
2.684726e+00 -1.890998e-01 
2.685373e+00 -1.806450e-01 
2.683054e+00 -1.719985e-01 
2.677754e+00 -1.632205e-01 
2.669465e+00 -1.543732e-01 
2.658180e+00 -1.455211e-01 
2.643897e+00 -1.367301e-01 
2.626615e+00 -1.280676e-01 
2.606342e+00 -1.196018e-01 
2.583085e+00 -1.114013e-01 
2.556858e+00 -1.035347e-01 
2.527680e+00 -9.607014e-02 
2.495574e+00 -8.907471e-02 
2.460565e+00 -8.261413e-02 
2.422686e+00 -7.675208e-02 
2.381975e+00 -7.154977e-02 
2.338471e+00 -6.706538e-02 
2.292223e+00 -6.335361e-02 
2.243282e+00 -6.046510e-02 
2.191704e+00 -5.844600e-02 
2.137550e+00 -5.733745e-02 
2.080889e+00 -5.717516e-02 
2.021790e+00 -5.798896e-02 
1.960331e+00 -5.980239e-02 
1.896593e+00 -6.263236e-02 
1.830661e+00 -6.648880e-02 
1.762625e+00 -7.137441e-02 
1.692581e+00 -7.728438e-02 
1.620626e+00 -8.420622e-02 
1.546864e+00 -9.211964e-02 
1.471401e+00 -1.009965e-01 
1.394346e+00 -1.108006e-01 
1.315812e+00 -1.214880e-01 
1.235915e+00 -1.330071e-01 
1.154771e+00 -1.452986e-01 
1.072503e+00 -1.582956e-01 
9.892302e-01 -1.719245e-01 
9.050774e-01 -1.861049e-01 
8.201683e-01 -2.007499e-01 
7.346281e-01 -2.157669e-01 
6.485819e-01 -2.310579e-01 
5.621549e-01 -2.465204e-01 
4.754717e-01 -2.620476e-01 
3.886562e-01 -2.775291e-01 
3.018310e-01 -2.928521e-01 
2.151172e-01 -3.079015e-01 
1.286338e-01 -3.225612e-01 
4.249778e-02 -3.367144e-01 
-4.317652e-02 -3.502447e-01 
-1.282777e-01 -3.630369e-01 
-2.126973e-01 -3.749777e-01 
-2.963304e-01 -3.859565e-01 
-3.790757e-01 -3.958661e-01 
-4.608356e-01 -4.046037e-01 
-5.415166e-01 -4.120715e-01 
-6.210292e-01 -4.181772e-01 
-6.992883e-01 -4.228349e-01 
-7.762133e-01 -4.259658e-01 
-8.517278e-01 -4.274986e-01 
-9.257601e-01 -4.273697e-01 
-9.982431e-01 -4.255245e-01 
-1.069114e+00 -4.219169e-01 
-1.138315e+00 -4.165101e-01 
-1.205792e+00 -4.092767e-01 
-1.271497e+00 -4.001990e-01 
-1.335384e+00 -3.892691e-01 
-1.397412e+00 -3.764888e-01 
-1.457546e+00 -3.618697e-01 
-1.515753e+00 -3.454332e-01 
-1.572004e+00 -3.272103e-01 
-1.626274e+00 -3.072412e-01 
-1.678542e+00 -2.855753e-01 
-1.728790e+00 -2.622706e-01 
-1.777003e+00 -2.373936e-01 
-1.823169e+00 -2.110185e-01 
-1.867280e+00 -1.832273e-01 
-1.909327e+00 -1.541086e-01 
-1.949308e+00 -1.237575e-01 
-1.987221e+00 -9.227487e-02 
-2.023065e+00 -5.976676e-02 
-2.056843e+00 -2.634378e-02 
-2.088558e+00 7.879518e-03 
-2.118216e+00 4.278530e-02 
-2.145823e+00 7.825312e-02 
-2.171386e+00 1.141606e-01 
-2.194915e+00 1.503839e-01 
-2.216419e+00 1.867987e-01 
-2.235909e+00 2.232805e-01 
-2.253396e+00 2.597055e-01 
-2.268890e+00 2.959507e-01 
-2.282405e+00 3.318950e-01 
-2.293953e+00 3.674194e-01 
-2.303547e+00 4.024077e-01 
-2.311199e+00 4.367469e-01 
-2.316923e+00 4.703273e-01 
-2.320732e+00 5.030436e-01 
-2.322640e+00 5.347945e-01 
