   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.3476100e+00   1.1042850e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7609281e-05   4.0492631e-06   0.0000000e+00   2.2970860e-05   0.0000000e+00   0.0000000e+00  -1.3477480e+00   1.1040320e+00   3.5348981e-04   8.0816213e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.6040430e-04  -2.7799940e-03  -5.0328500e-03
   7.0957970e-05   1.6124001e-05   0.0000000e+00   9.2271030e-05   0.0000000e+00   0.0000000e+00  -1.3481680e+00   1.1032820e+00   7.1480361e-04   1.6045891e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.2653470e-04  -5.6438650e-03  -9.9475830e-03
   1.6082950e-04   3.6091028e-05   0.0000000e+00   2.0845440e-04   0.0000000e+00   0.0000000e+00  -1.3488790e+00   1.1020470e+00   1.0839199e-03   2.3860323e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3979780e-03  -8.5879540e-03  -1.4739610e-02
   2.8800144e-04   6.3783963e-05   0.0000000e+00   3.7203000e-04   0.0000000e+00   0.0000000e+00  -1.3498890e+00   1.1003380e+00   1.4607789e-03   3.1491721e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8742840e-03  -1.1608310e-02  -1.9404620e-02
   4.5324158e-04   9.9002370e-05   0.0000000e+00   5.8345850e-04   0.0000000e+00   0.0000000e+00  -1.3512030e+00   1.0981700e+00   1.8452821e-03   3.8906179e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3549680e-03  -1.4700680e-02  -2.3938610e-02
   6.5730751e-04   1.4151236e-04   0.0000000e+00   8.4315150e-04   0.0000000e+00   0.0000000e+00  -1.3528310e+00   1.0955550e+00   2.2372900e-03   4.6069144e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.8395050e-03  -1.7860530e-02  -2.8337880e-02
   9.0093891e-04   1.9104503e-04   0.0000000e+00   1.1514660e-03   0.0000000e+00   0.0000000e+00  -1.3547780e+00   1.0925070e+00   2.6366210e-03   5.2945424e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.3273380e-03  -2.1083040e-02  -3.2599030e-02
   1.1848613e-03   2.4729594e-04   0.0000000e+00   1.5087040e-03   0.0000000e+00   0.0000000e+00  -1.3570490e+00   1.0890400e+00   3.0430488e-03   5.9499148e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.8178670e-03  -2.4363150e-02  -3.6718950e-02
   1.5097764e-03   3.0992408e-04   0.0000000e+00   1.9151080e-03   0.0000000e+00   0.0000000e+00  -1.3596520e+00   1.0851680e+00   3.4563004e-03   6.5694088e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3104560e-03  -2.7695480e-02  -4.0694850e-02
   1.8763481e-03   3.7855238e-04   0.0000000e+00   2.3708490e-03   0.0000000e+00   0.0000000e+00  -1.3625900e+00   1.0809060e+00   3.8760529e-03   7.1493868e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.8044360e-03  -3.1074450e-02  -4.4524240e-02
