   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -5.6230140e-08  -2.4099810e-08   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.7291550e-08
  -4.2244340e-07  -1.1227460e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9585270e-07
  -9.9310480e-09  -2.8661480e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.0514630e-07
  -8.4108310e-07   2.5109970e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.8251813e-07
   4.6350410e-08  -7.9980520e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.2687446e-07
  -1.0136400e-06   2.4968690e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.0852496e-06
  -2.1637740e-06   3.0413950e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.0184612e-06
  -2.2091050e-06   2.0138960e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9346000e-06
  -1.5626740e-06   2.0828310e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7911244e-06
   1.1770690e-07  -1.3349910e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.2953012e-06
   1.4403720e-06  -3.3811810e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.0690398e-06
   1.4898090e-06  -2.1273010e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.2603879e-06
  -6.4004740e-07   9.7850720e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.8487175e-07
   1.4355070e-06   8.9512510e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1608978e-05
   3.2839880e-07   2.7712990e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2235058e-05
  -8.6868730e-07   3.3298300e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.7945926e-05
  -1.6791610e-06   2.2837840e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6695286e-05
  -1.6792410e-06   2.0944320e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0184757e-06
  -1.7653870e-06  -1.9737750e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3005894e-05
  -5.7737270e-06  -2.5402730e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9522888e-05
  -4.9403090e-06  -1.8302420e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.7511121e-05
  -1.7771780e-06  -4.4523600e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.8516966e-06
   2.9005320e-06  -6.4183280e-10   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.6177200e-06
   1.4016840e-05   1.3392830e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9022484e-05
   2.1603200e-05   2.5671330e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4616526e-05
   2.0507830e-05   2.1271290e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.9768799e-05
   5.3889440e-06   1.2096420e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2629581e-05
  -1.1365430e-05  -2.3278120e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.5821240e-07
  -1.9721890e-05  -1.9215270e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.7040487e-05
  -2.0865150e-05  -1.4281400e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.6230325e-05
  -1.0304960e-05  -9.3868570e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.9532683e-05
  -1.7450070e-06  -1.5213300e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.2156909e-06
   1.2776110e-05   1.1772790e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0750068e-06
   2.9651250e-05  -7.5556110e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.1582828e-06
   3.1990150e-05   1.8139530e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3763936e-05
   1.1697680e-05   4.8365690e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.4055998e-06
  -2.2882450e-06   3.4150740e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.8501563e-06
  -3.3261550e-05   7.7527970e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.0633556e-06
  -2.3653130e-05   2.8830880e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.7204336e-06
  -2.0459040e-06   3.0428690e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5128200e-07
