-4.625048e+00 -1.804315e+00 
-4.695326e+00 -1.804048e+00 
-4.763002e+00 -1.801811e+00 
-4.827734e+00 -1.797579e+00 
-4.889170e+00 -1.791330e+00 
-4.946949e+00 -1.783041e+00 
-5.000699e+00 -1.772691e+00 
-5.050047e+00 -1.760260e+00 
-5.094608e+00 -1.745727e+00 
-5.134000e+00 -1.729073e+00 
-5.167836e+00 -1.710283e+00 
-5.195729e+00 -1.689341e+00 
-5.217295e+00 -1.666233e+00 
-5.232154e+00 -1.640946e+00 
-5.239929e+00 -1.613474e+00 
-5.240253e+00 -1.583807e+00 
-5.232766e+00 -1.551942e+00 
-5.217122e+00 -1.517877e+00 
-5.192984e+00 -1.481614e+00 
-5.160031e+00 -1.443158e+00 
-5.117960e+00 -1.402516e+00 
-5.066483e+00 -1.359700e+00 
-5.005333e+00 -1.314725e+00 
-4.934263e+00 -1.267609e+00 
-4.853051e+00 -1.218374e+00 
-4.761496e+00 -1.167047e+00 
-4.659425e+00 -1.113657e+00 
-4.546688e+00 -1.058237e+00 
-4.423167e+00 -1.000824e+00 
-4.288770e+00 -9.414606e-01 
-4.143435e+00 -8.801901e-01 
-3.987131e+00 -8.170613e-01 
-3.819858e+00 -7.521260e-01 
-3.641649e+00 -6.854400e-01 
-3.452568e+00 -6.170622e-01 
-3.252713e+00 -5.470551e-01 
-3.042214e+00 -4.754845e-01 
-2.821236e+00 -4.024195e-01 
-2.589976e+00 -3.279322e-01 
-2.348664e+00 -2.520981e-01 
-2.097564e+00 -1.749952e-01 
-1.836973e+00 -9.670491e-02 
-1.567220e+00 -1.731097e-02 
-1.288665e+00 6.309995e-02 
-1.001700e+00 1.444387e-01 
-7.067472e-01 2.266135e-01 
-4.042585e-01 3.095304e-01 
-9.471345e-02 3.930931e-01 
2.213806e-01 4.772033e-01 
5.434905e-01 5.617604e-01 
8.710583e-01 6.466623e-01 
1.203503e+00 7.318050e-01 
1.540221e+00 8.170829e-01 
1.880590e+00 9.023890e-01 
2.223967e+00 9.876150e-01 
2.569695e+00 1.072652e+00 
2.917101e+00 1.157388e+00 
3.265497e+00 1.241715e+00 
3.614186e+00 1.325519e+00 
3.962461e+00 1.408689e+00 
4.309608e+00 1.491112e+00 
4.654907e+00 1.572678e+00 
4.997634e+00 1.653273e+00 
5.337064e+00 1.732786e+00 
5.672473e+00 1.811106e+00 
6.003137e+00 1.888122e+00 
6.328340e+00 1.963727e+00 
6.647368e+00 2.037810e+00 
6.959517e+00 2.110265e+00 
7.264091e+00 2.180986e+00 
7.560406e+00 2.249869e+00 
7.847791e+00 2.316811e+00 
8.125589e+00 2.381711e+00 
8.393158e+00 2.444470e+00 
8.649874e+00 2.504991e+00 
8.895133e+00 2.563178e+00 
9.128348e+00 2.618938e+00 
9.348957e+00 2.672179e+00 
9.556417e+00 2.722815e+00 
9.750212e+00 2.770757e+00 
9.929848e+00 2.815921e+00 
1.009486e+01 2.858227e+00 
1.024481e+01 2.897595e+00 
1.037928e+01 2.933948e+00 
1.049789e+01 2.967212e+00 
1.060029e+01 2.997317e+00 
1.068615e+01 3.024195e+00 
1.075519e+01 3.047780e+00 
1.080716e+01 3.068011e+00 
1.084182e+01 3.084830e+00 
1.085898e+01 3.098181e+00 
1.085850e+01 3.108013e+00 
1.084024e+01 3.114280e+00 
1.080414e+01 3.116938e+00 
1.075015e+01 3.115949e+00 
1.067825e+01 3.111279e+00 
1.058848e+01 3.102900e+00 
1.048091e+01 3.090786e+00 
1.035564e+01 3.074921e+00 
1.021282e+01 3.055291e+00 
1.005265e+01 3.031890e+00 
9.875345e+00 3.004717e+00 
